seq_id,print_id,tile_id,p_1,dp_1,p_2,dp_2,p_3,dp_3,p_4,dp_4,p_5,dp_5
1802,SI266220200309225433,10,"(251,1)",11560.23596491228,"(252,1)",10734.99298245614,"(250,1)",10464.37807017544,"(104,1)",10026.14210526316,"(253,1)",9425.622807017546
1803,SI266220200309225433,11,"(498,110)",4606.465789473685,"(498,111)",4352.428070175438,"(498,151)",4252.273684210526,"(498,152)",4191.142105263158,"(498,109)",4141.216666666667
1804,SI266220200309225433,12,"(1,315)",8375.387719298247,"(1,314)",8205.855263157893,"(1,316)",8162.044736842108,"(1,317)",8033.570175438592,"(1,318)",7907.803508771925
1805,SI266220200309225433,13,"(1,498)",6728.755263157893,"(1,287)",5742.32105263158,"(1,497)",5650.78245614035,"(1,288)",5558.362280701753,"(1,470)",5500.407017543861
1806,SI266220200309225433,14,"(1,1)",7073.961403508774,"(1,2)",6567.232456140349,"(1,3)",5918.686842105264,"(2,1)",5855.900877192984,"(1,395)",5768.688596491227
1807,SI266220200309225433,15,"(1,152)",4319.382456140353,"(1,110)",4281.801754385964,"(1,111)",4180.823684210527,"(1,112)",3978.968421052632,"(1,151)",3860.063157894736
1808,SI266220200309225433,0,"(383,326)",2356.9728070175424,"(383,327)",2320.8289473684217,"(498,309)",2214.3228070175437,"(498,331)",2188.34298245614,"(498,310)",2141.2666666666664
1809,SI266220200309225433,1,"(309,65)",4965.341228070176,"(309,64)",4687.254385964914,"(308,65)",4509.3447368421075,"(498,44)",4316.6877192982465,"(308,64)",4278.4052631578925
1810,SI266220200309225433,2,"(498,237)",5811.931578947369,"(498,236)",5641.974561403509,"(498,220)",5619.940350877194,"(498,222)",5619.121052631581,"(498,223)",5596.0947368421075
1811,SI266220200309225433,3,"(498,183)",12864.971929824562,"(498,92)",12857.097368421055,"(498,121)",12719.04824561403,"(498,122)",12646.422807017545,"(498,133)",12458.430701754383
1812,SI266220200309225433,4,"(356,298)",6459.177192982454,"(355,298)",6320.666666666664,"(352,299)",6201.502631578944,"(357,298)",6111.82192982456,"(351,300)",6042.5894736842165
1813,SI266220200309225433,5,"(350,498)",5599.429824561403,"(351,498)",5459.413157894736,"(352,498)",5043.642105263156,"(351,231)",5032.740350877193,"(349,498)",4941.327192982457
1814,SI266220200309225433,6,"(351,380)",7501.628947368423,"(351,381)",7345.346491228076,"(352,380)",7278.644736842107,"(352,379)",7136.199999999997,"(351,379)",6897.7885964912275
1815,SI266220200309225433,7,"(1,122)",13096.744736842105,"(1,121)",13013.369298245612,"(1,130)",12710.87719298245,"(1,131)",12663.169298245615,"(1,146)",12603.709649122808
1816,SI266220200309225433,8,"(498,313)",5635.87807017544,"(492,318)",5611.79298245614,"(498,314)",5572.540350877192,"(498,355)",5388.335964912279,"(498,356)",5359.509649122807
1817,SI266220200309225433,9,"(252,447)",10542.704385964913,"(251,448)",10212.034210526312,"(251,447)",9997.409649122805,"(253,447)",9872.695614035089,"(164,498)",9838.847368421055
1818,SI266220200309225433,10,"(165,1)",10779.351754385967,"(169,16)",10774.47017543859,"(166,1)",10716.09912280702,"(139,12)",10657.787719298249,"(169,17)",10580.212280701751
1819,SI266220200309225433,11,"(90,130)",6639.624561403511,"(90,131)",6373.991228070177,"(91,131)",5786.551754385962,"(91,130)",5655.450877192983,"(89,130)",5193.764912280703
1820,SI266220200309225433,12,"(151,299)",6753.050877192982,"(152,299)",6577.620175438591,"(152,298)",6304.829824561406,"(151,298)",6193.481578947365,"(154,298)",6128.942105263159
1821,SI266220200309225433,13,"(1,498)",6633.345614035086,"(1,497)",5693.898245614037,"(2,498)",5202.252631578947,"(0,498)",5176.091228070174,"(195,154)",4885.841228070176
1822,SI266220200309225433,14,"(29,455)",7071.572807017543,"(28,455)",6805.004385964912,"(29,454)",6244.205263157895,"(1,1)",6199.309649122806,"(28,454)",5958.734210526315
1823,SI266220200309225433,15,"(1,142)",3753.0429824561397,"(1,148)",3659.9412280701763,"(1,149)",3650.892105263156,"(1,141)",3649.6359649122805,"(1,113)",3649.1517543859627
1824,SI266220200309225433,0,"(498,363)",2063.2508771929815,"(453,330)",2063.1517543859645,"(498,364)",2007.4938596491238,"(498,324)",1966.585087719298,"(498,323)",1909.5289473684215
1825,SI266220200309225433,1,"(498,35)",4716.3122807017535,"(498,36)",4657.077192982457,"(498,15)",4290.10350877193,"(498,14)",4251.321929824562,"(498,101)",4168.00350877193
1826,SI266220200309225433,2,"(498,238)",6888.392982456138,"(498,237)",6295.394736842107,"(497,238)",6175.888596491226,"(498,239)",6012.91754385965,"(498,163)",5769.354385964914
1827,SI266220200309225433,3,"(294,144)",12457.204385964913,"(497,184)",12103.843859649118,"(498,167)",11862.38421052631,"(498,97)",11772.086842105258,"(295,144)",11632.264912280702
1828,SI266220200309225433,4,"(437,301)",8241.949999999997,"(436,300)",8097.7114035087725,"(436,301)",8069.972807017548,"(438,302)",8018.596491228076,"(438,301)",8001.980701754386
1829,SI266220200309225433,5,"(23,483)",5416.835087719297,"(23,482)",5101.578070175439,"(275,232)",4713.781578947372,"(276,232)",4680.376315789472,"(275,233)",4648.12807017544
1830,SI266220200309225433,6,"(436,380)",9167.00350877193,"(437,380)",8891.4149122807,"(435,379)",8859.813157894743,"(436,379)",8724.40087719298,"(435,380)",8694.832456140357
1831,SI266220200309225433,7,"(1,184)",15542.066666666666,"(1,173)",13151.242105263162,"(1,172)",12495.799122807017,"(1,98)",12483.682456140355,"(1,99)",12305.792982456143
1832,SI266220200309225433,8,"(448,339)",7771.924561403506,"(448,340)",7740.318421052631,"(447,339)",7358.13157894737,"(447,340)",7327.826315789473,"(498,314)",6521.443859649124
1833,SI266220200309225433,9,"(332,446)",10201.74649122807,"(335,446)",10183.041228070171,"(333,446)",10155.351754385963,"(339,452)",10136.299122807017,"(334,446)",10095.160526315783
1834,SI266220200309225433,10,"(251,35)",9024.492105263162,"(251,34)",8795.8350877193,"(251,33)",8708.775438596494,"(251,32)",8680.592982456139,"(250,35)",8627.588596491227
1835,SI266220200309225433,11,"(251,152)",3339.3324561403497,"(260,152)",3224.0903508771935,"(90,130)",3188.0780701754393,"(250,152)",3158.6798245614027,"(251,151)",3148.7982456140344
1836,SI266220200309225433,12,"(150,387)",9812.153508771928,"(151,387)",9715.132456140353,"(151,388)",9489.231578947365,"(150,388)",9347.294736842108,"(150,386)",9257.65789473684
1837,SI266220200309225433,13,"(1,498)",6477.523684210526,"(1,497)",5356.621052631581,"(2,498)",5029.277192982458,"(0,498)",4969.0464912280695,"(60,446)",4942.700000000001
1838,SI266220200309225433,14,"(1,1)",5816.616666666667,"(150,35)",4823.157894736843,"(151,35)",4807.435087719296,"(151,34)",4752.693859649124,"(0,1)",4722.571929824562
1839,SI266220200309225433,15,"(150,184)",3848.9131578947363,"(150,183)",3771.4780701754407,"(149,184)",3768.0149122807015,"(149,183)",3587.176315789473,"(1,119)",3288.2210526315775
1840,SI266220200309225433,0,"(364,356)",2244.125438596491,"(364,355)",2087.8438596491233,"(365,356)",2014.8692982456141,"(490,351)",1994.176315789473,"(365,355)",1801.89298245614
1841,SI266220200309225433,1,"(376,250)",4843.055263157894,"(377,250)",4126.2289473684195,"(376,249)",3946.7745614035102,"(375,250)",3813.7622807017524,"(376,251)",3423.4824561403493
1842,SI266220200309225433,2,"(498,248)",10790.510526315786,"(498,249)",10762.575438596494,"(498,247)",10293.750877192979,"(498,250)",10221.704385964913,"(498,246)",9405.73596491228
1843,SI266220200309225433,3,"(491,160)",10392.42807017544,"(498,180)",10335.60877192983,"(492,160)",10320.801754385964,"(491,161)",10296.941228070176,"(492,159)",10237.707894736846
1844,SI266220200309225433,4,"(438,381)",7518.002631578944,"(438,382)",7508.676315789475,"(439,380)",7467.478947368421,"(437,383)",7330.425438596496,"(438,383)",7318.778947368417
1845,SI266220200309225433,5,"(362,77)",4119.944736842106,"(361,77)",3830.154385964912,"(439,317)",3674.1245614035106,"(439,318)",3465.644736842107,"(439,316)",3454.6973684210534
1846,SI266220200309225433,6,"(1,247)",10839.970175438593,"(1,248)",10834.703508771927,"(1,246)",10648.818421052634,"(1,249)",10557.031578947368,"(1,245)",10232.708771929825
1847,SI266220200309225433,7,"(44,162)",11838.107017543862,"(44,163)",11590.652631578945,"(45,163)",10927.17192982456,"(45,162)",10921.162280701754,"(194,116)",10216.490350877193
1848,SI266220200309225433,8,"(450,334)",7155.22631578947,"(450,335)",7030.370175438591,"(451,334)",6954.76666666667,"(450,333)",6939.239473684211,"(451,333)",6889.01315789474
1849,SI266220200309225433,9,"(56,483)",10057.380701754388,"(56,484)",9931.039473684214,"(56,482)",9501.770175438593,"(168,498)",9407.499122807021,"(167,498)",9379.937719298247
1850,SI266220200309225433,10,"(168,1)",10444.385964912279,"(339,31)",10312.08596491228,"(167,1)",10233.565789473687,"(339,30)",10125.843859649118,"(339,32)",10077.385087719304
1851,SI266220200309225433,11,"(266,168)",3410.6359649122805,"(265,168)",3246.633333333333,"(266,169)",3102.216666666667,"(250,94)",3086.2526315789473,"(498,151)",3078.9017543859645
1852,SI266220200309225433,12,"(236,383)",8338.098245614034,"(235,384)",8232.368421052633,"(235,383)",8058.324561403504,"(237,383)",8026.718421052632,"(236,384)",7921.299122807017
1853,SI266220200309225433,13,"(1,498)",5664.586842105264,"(240,498)",4564.28947368421,"(1,499)",4530.642105263158,"(2,498)",4426.527192982458,"(0,498)",4272.1438596491225
1854,SI266220200309225433,14,"(162,424)",8287.28245614035,"(163,424)",8177.28596491228,"(163,425)",8141.99649122807,"(162,425)",7664.136842105265,"(1,1)",6465.819298245613
1855,SI266220200309225433,15,"(150,94)",3719.3561403508775,"(149,94)",3697.585087719299,"(150,95)",3365.720175438597,"(149,93)",3209.918421052631,"(149,95)",3139.0622807017553
1856,SI266220200309225433,0,"(498,329)",2374.4114035087714,"(498,328)",2362.39298245614,"(498,330)",2231.017543859648,"(498,321)",2161.097368421053,"(498,322)",2155.424561403508
1857,SI266220200309225433,1,"(498,27)",4059.4298245614027,"(498,64)",4025.1000000000004,"(498,65)",3998.701754385964,"(498,26)",3962.970175438597,"(498,103)",3913.9657894736847
1858,SI266220200309225433,2,"(498,249)",7680.857894736844,"(498,250)",7629.1394736842085,"(498,248)",7508.027192982452,"(498,251)",7347.0947368421075,"(498,205)",6967.87192982456
1859,SI266220200309225433,3,"(498,95)",15205.936842105257,"(498,94)",14027.271052631579,"(498,111)",12928.762280701754,"(498,112)",12863.337719298248,"(498,97)",12794.378947368423
1860,SI266220200309225433,4,"(264,370)",8781.230701754386,"(263,370)",8433.476315789474,"(265,370)",8356.955263157892,"(264,371)",8320.32192982456,"(265,371)",8186.5254385964945
1861,SI266220200309225433,5,"(422,288)",9468.587719298248,"(422,289)",8585.248245614035,"(423,288)",8241.576315789473,"(423,289)",8125.932456140348,"(422,287)",8103.158771929822
1862,SI266220200309225433,6,"(261,451)",8270.394736842107,"(262,451)",8156.707894736839,"(261,450)",8027.811403508775,"(262,450)",7665.417543859647,"(260,451)",7460.641228070177
1863,SI266220200309225433,7,"(195,116)",16510.887719298247,"(196,116)",16476.7149122807,"(1,185)",14533.959649122808,"(197,117)",14406.407017543861,"(1,95)",14336.23947368421
1864,SI266220200309225433,8,"(498,354)",9638.319298245613,"(498,355)",9206.785087719298,"(498,353)",8729.311403508775,"(497,354)",8267.338596491227,"(497,355)",8253.53245614035
1865,SI266220200309225433,9,"(462,475)",14907.056140350876,"(463,475)",14448.099122807016,"(462,476)",12672.014912280705,"(463,476)",12089.377192982458,"(462,474)",12027.13596491228
1866,SI266220200309225433,10,"(143,384)",12687.52807017544,"(154,18)",11630.01315789474,"(153,18)",11412.350877192977,"(144,384)",11327.952631578946,"(155,18)",11235.876315789472
1867,SI266220200309225433,11,"(280,134)",5920.5464912280695,"(280,135)",5858.671929824561,"(281,134)",4974.572807017543,"(281,135)",4730.200877192983,"(279,135)",4645.35
1868,SI266220200309225433,12,"(45,370)",9271.259649122807,"(46,370)",8976.679824561408,"(44,370)",8650.39210526316,"(45,371)",8402.712280701755,"(47,370)",8347.635964912279
1869,SI266220200309225433,13,"(219,461)",7675.646491228072,"(219,462)",7364.8499999999985,"(220,461)",7164.6500000000015,"(220,462)",6962.638596491226,"(1,498)",6649.788596491226
1870,SI266220200309225433,14,"(1,1)",7814.1,"(1,2)",7324.136842105263,"(2,1)",6502.97192982456,"(1,3)",6142.47543859649,"(0,2)",5853.580701754387
1871,SI266220200309225433,15,"(1,152)",3627.523684210526,"(1,151)",3596.234210526314,"(1,113)",3398.861403508772,"(1,112)",3310.583333333334,"(149,94)",3266.652631578947
1872,SI266220200309225433,0,"(498,342)",2038.350877192982,"(498,341)",2028.0263157894733,"(498,343)",1984.872807017543,"(498,340)",1971.1912280701754,"(498,323)",1968.9280701754387
1873,SI266220200309225433,1,"(498,103)",4928.3043859649115,"(498,104)",4744.792105263159,"(498,14)",4706.140350877193,"(498,22)",4639.918421052629,"(498,21)",4630.1
1874,SI266220200309225433,2,"(498,165)",7367.428947368418,"(498,166)",7281.12807017544,"(498,164)",7210.100877192985,"(498,162)",7152.112280701753,"(498,163)",7141.5622807017535
1875,SI266220200309225433,3,"(498,184)",12754.230701754386,"(498,94)",12411.217543859646,"(498,183)",12283.916666666664,"(498,95)",12179.482456140351,"(345,160)",11976.957894736843
1876,SI266220200309225433,4,"(352,386)",9729.378070175437,"(351,386)",9448.49298245614,"(352,385)",8965.624561403507,"(352,387)",8838.298245614034,"(353,386)",8715.635964912282
1877,SI266220200309225433,5,"(353,318)",5757.74298245614,"(353,319)",5753.650877192984,"(354,319)",5732.327192982455,"(354,318)",5492.249122807018,"(352,318)",5460.75350877193
1878,SI266220200309225433,6,"(1,165)",9813.488596491228,"(1,164)",9670.068421052634,"(1,163)",9604.816666666666,"(1,166)",9376.253508771926,"(45,210)",9366.354385964913
1879,SI266220200309225433,7,"(279,134)",14738.278070175442,"(279,133)",13748.592982456139,"(1,94)",13306.790350877192,"(1,95)",13010.84912280702,"(1,184)",12945.207017543857
1880,SI266220200309225433,8,"(498,355)",8459.815789473683,"(498,354)",8367.32894736842,"(498,316)",8357.77894736842,"(498,317)",8350.863157894735,"(498,315)",8156.014035087719
1881,SI266220200309225433,9,"(251,498)",11831.653508771928,"(252,498)",11383.28596491228,"(250,498)",10899.17807017544,"(106,498)",10825.497368421053,"(105,498)",10771.196491228075
1882,SI266220200309225433,10,"(105,1)",12145.366666666665,"(104,1)",12096.16403508772,"(251,33)",11590.406140350882,"(251,34)",11453.092982456139,"(251,1)",11407.088596491227
1883,SI266220200309225433,11,"(258,164)",4469.8842105263175,"(259,164)",4425.037719298247,"(258,165)",4139.242105263156,"(259,165)",4115.934210526317,"(498,110)",4046.293859649124
1884,SI266220200309225433,12,"(151,387)",8026.270175438593,"(152,387)",7989.418421052636,"(1,314)",7843.123684210528,"(1,315)",7768.592105263157,"(151,386)",7600.76666666667
1885,SI266220200309225433,13,"(1,498)",8709.776315789473,"(239,26)",7875.21052631579,"(239,27)",7474.476315789474,"(1,497)",7182.597368421053,"(2,498)",7060.599122807016
1886,SI266220200309225433,14,"(1,1)",9203.227192982456,"(1,2)",8408.887719298247,"(2,1)",7301.92105263158,"(1,3)",7077.526315789473,"(0,1)",6995.447368421053
1887,SI266220200309225433,15,"(1,152)",4093.970175438597,"(1,151)",3965.735964912279,"(1,110)",3741.5868421052637,"(1,109)",3611.6991228070183,"(1,150)",3604.1403508771928
1888,SI266220200309225433,0,"(498,364)",1981.1692982456134,"(498,363)",1979.5605263157904,"(498,367)",1912.5903508771935,"(498,365)",1880.1710526315783,"(498,368)",1873.0780701754384
1889,SI266220200309225433,1,"(334,474)",5105.391228070177,"(333,474)",5075.339473684209,"(334,475)",4606.047368421054,"(498,498)",4340.176315789473,"(333,475)",4336.728070175439
1890,SI266220200309225433,2,"(498,164)",5940.097368421055,"(498,163)",5842.540350877192,"(498,165)",5630.054385964915,"(374,422)",5532.278070175442,"(498,162)",5527.434210526317
1891,SI266220200309225433,3,"(498,184)",12388.99385964912,"(498,101)",11981.26403508772,"(498,171)",11970.847368421055,"(498,170)",11641.842982456139,"(498,102)",11576.464912280702
1892,SI266220200309225433,4,"(167,331)",6050.229824561407,"(166,331)",5800.438596491229,"(167,332)",5752.007894736838,"(351,305)",5647.624561403507,"(166,330)",5595.539473684214
1893,SI266220200309225433,5,"(440,319)",5329.367543859651,"(439,319)",5137.778070175442,"(440,320)",4932.96754385965,"(439,320)",4661.861403508774,"(441,319)",4583.423684210527
1894,SI266220200309225433,6,"(440,468)",8531.227192982456,"(441,468)",8096.245614035088,"(440,467)",7897.396491228075,"(439,468)",7757.028947368421,"(441,467)",7750.415789473682
1895,SI266220200309225433,7,"(1,93)",15532.74649122807,"(2,93)",12647.126315789472,"(1,171)",12524.949999999997,"(1,184)",11991.49298245614,"(1,170)",11753.828070175441
1896,SI266220200309225433,8,"(498,314)",8693.281578947372,"(498,313)",8205.251754385965,"(498,315)",8055.648245614037,"(497,314)",7579.2350877192985,"(498,316)",7327.139473684212
1897,SI266220200309225433,9,"(56,483)",10021.498245614035,"(251,498)",10012.874561403507,"(56,482)",9730.341228070174,"(252,498)",9717.178947368418,"(61,478)",9712.675438596496
1898,SI266220200309225433,10,"(340,36)",11874.73596491228,"(340,35)",11722.593859649121,"(339,36)",11287.83596491228,"(341,35)",11152.491228070172,"(341,36)",10704.677192982454
1899,SI266220200309225433,11,"(498,110)",4656.762280701752,"(333,180)",4532.842982456141,"(498,109)",4456.978947368421,"(333,179)",4407.743859649123,"(498,111)",4101.58245614035
1900,SI266220200309225433,12,"(1,314)",7873.192982456141,"(1,313)",7162.815789473683,"(1,315)",7109.476315789474,"(0,314)",6472.386842105263,"(62,371)",6382.729824561404
1901,SI266220200309225433,13,"(1,498)",6263.2035087719305,"(150,498)",5964.100877192983,"(149,498)",5308.784210526317,"(151,498)",5141.478947368421,"(1,497)",4954.71842105263
1902,SI266220200309225433,14,"(1,1)",6436.7684210526295,"(150,1)",5752.770175438596,"(1,395)",5677.6061403508775,"(1,394)",5544.307017543861,"(1,2)",5469.3403508771935
1903,SI266220200309225433,15,"(1,110)",4622.885087719298,"(1,109)",4117.016666666666,"(1,111)",4065.5271929824576,"(61,168)",3861.982456140351,"(1,148)",3652.1956140350885
1904,SI266220200309225433,0,"(498,325)",2222.9438596491236,"(498,324)",2218.23596491228,"(498,336)",2128.5982456140346,"(498,335)",2037.0289473684215,"(498,351)",2027.5070175438605
1905,SI266220200309225433,1,"(498,59)",4580.77807017544,"(359,498)",4455.186842105264,"(498,60)",4409.085087719297,"(498,498)",4302.180701754387,"(498,58)",4264.485964912279
1906,SI266220200309225433,2,"(383,165)",6748.502631578947,"(381,164)",6744.653508771928,"(382,164)",6728.416666666668,"(498,163)",6722.4052631578925,"(382,165)",6717.403508771924
1907,SI266220200309225433,3,"(498,93)",16414.621929824563,"(498,184)",14001.549122807017,"(497,93)",13115.117543859647,"(498,162)",12428.971052631583,"(498,104)",12214.85877192983
1908,SI266220200309225433,4,"(436,299)",6207.59912280702,"(435,299)",6184.248245614035,"(433,299)",6081.566666666666,"(434,299)",6068.693859649116,"(432,298)",6018.447368421053
1909,SI266220200309225433,5,"(274,498)",5120.358771929823,"(275,498)",5118.087719298246,"(273,498)",5061.814912280703,"(276,498)",4933.1991228070165,"(270,231)",4928.901754385963
1910,SI266220200309225433,6,"(434,379)",8399.278947368417,"(433,379)",8217.210526315786,"(433,380)",7816.906140350882,"(434,380)",7815.9771929824565,"(272,379)",7755.385964912282
1911,SI266220200309225433,7,"(1,184)",15474.42807017544,"(1,93)",14439.202631578948,"(1,104)",13216.715789473688,"(0,184)",12293.00614035088,"(1,163)",12255.616666666669
1912,SI266220200309225433,8,"(498,314)",7501.692105263155,"(498,313)",7154.847368421055,"(498,315)",6349.857017543862,"(497,314)",5727.607894736844,"(497,313)",5671.803508771929
1913,SI266220200309225433,9,"(332,446)",9538.8350877193,"(333,446)",9481.60263157895,"(331,446)",9463.88421052631,"(334,446)",9361.179824561405,"(328,447)",9349.167543859643
1914,SI266220200309225433,10,"(251,1)",7771.500877192979,"(250,1)",7703.42456140351,"(163,1)",7508.213157894741,"(343,1)",7504.449122807018,"(162,1)",7356.790350877192
1915,SI266220200309225433,11,"(498,110)",4266.863157894737,"(498,109)",3989.664912280701,"(498,116)",3711.0184210526295,"(498,111)",3652.383333333333,"(498,117)",3607.9175438596503
1916,SI266220200309225433,12,"(1,314)",6874.234210526316,"(236,298)",6507.003508771926,"(234,299)",6478.920175438594,"(1,315)",6457.092982456139,"(235,299)",6436.707894736843
1917,SI266220200309225433,13,"(1,498)",5711.03947368421,"(150,498)",4980.91754385965,"(2,498)",4611.886842105263,"(150,319)",4595.22192982456,"(1,462)",4554.57894736842
1918,SI266220200309225433,14,"(1,1)",5855.536842105263,"(151,35)",5218.964912280702,"(150,35)",4834.979824561404,"(150,1)",4819.4491228070165,"(1,2)",4779.999122807016
1919,SI266220200309225433,15,"(1,110)",4587.698245614036,"(1,109)",4266.859649122807,"(1,111)",4047.4877192982476,"(0,110)",3538.325438596492,"(2,110)",3462.015789473684
1920,SI266220200309225433,0,"(352,323)",3200.572807017543,"(352,322)",2979.543859649124,"(351,322)",2633.756140350877,"(351,323)",2630.7605263157893,"(353,323)",2454.5921052631584
1921,SI266220200309225433,1,"(363,244)",8182.054385964913,"(363,245)",7320.830701754387,"(364,244)",6864.515789473684,"(362,244)",6728.208771929823,"(318,267)",6426.661403508773
1922,SI266220200309225433,2,"(498,163)",4062.2394736842107,"(375,174)",3959.8149122807026,"(375,173)",3901.9438596491236,"(376,174)",3877.1219298245596,"(374,171)",3872.0114035087718
1923,SI266220200309225433,3,"(272,135)",9552.423684210524,"(273,136)",9180.479824561407,"(490,110)",8772.12543859649,"(363,126)",8746.23333333333,"(364,125)",8693.015789473684
1924,SI266220200309225433,4,"(171,332)",4589.780701754389,"(170,332)",4493.2271929824565,"(171,333)",4317.59912280702,"(170,333)",4300.015789473684,"(277,364)",4231.347368421055
1925,SI266220200309225433,5,"(348,312)",7903.864912280704,"(349,312)",7008.826315789473,"(348,313)",6903.233333333334,"(347,312)",6232.572807017543,"(349,313)",6121.419298245613
1926,SI266220200309225433,6,"(165,413)",5767.965789473688,"(165,414)",5566.691228070173,"(164,413)",5343.478070175443,"(164,414)",5284.423684210524,"(165,412)",5219.797368421052
1927,SI266220200309225433,7,"(12,166)",12557.527192982456,"(11,167)",12443.285964912277,"(11,166)",12347.348245614037,"(12,165)",12329.417543859647,"(12,167)",12286.564035087722
1928,SI266220200309225433,8,"(448,337)",6666.125438596493,"(448,336)",6663.213157894737,"(498,354)",6610.471929824558,"(498,353)",6493.156140350875,"(448,335)",6397.959649122808
1929,SI266220200309225433,9,"(109,498)",8721.697368421053,"(108,498)",8667.527192982452,"(110,498)",8643.34912280702,"(111,498)",8547.573684210525,"(107,498)",8517.325438596494
1930,SI266220200309225433,10,"(343,1)",9190.888596491226,"(342,1)",8864.37894736842,"(169,1)",8716.866666666665,"(344,1)",8413.341228070178,"(168,1)",8336.888596491226
1931,SI266220200309225433,11,"(498,110)",2820.958771929825,"(498,151)",2741.6614035087714,"(498,152)",2596.28596491228,"(498,111)",2586.0228070175435,"(334,178)",2517.6359649122805
1932,SI266220200309225433,12,"(1,353)",7164.862280701753,"(1,354)",6991.623684210528,"(1,352)",6902.7035087719305,"(1,351)",6452.912280701752,"(1,355)",6213.1877192982465
1933,SI266220200309225433,13,"(1,498)",6602.589473684209,"(2,498)",5594.508771929823,"(1,497)",5086.149122807017,"(1,499)",5003.213157894737,"(0,498)",4880.0982456140355
1934,SI266220200309225433,14,"(1,1)",6631.407017543859,"(2,1)",5525.969298245613,"(1,2)",5247.31754385965,"(1,0)",5004.714912280702,"(0,1)",4887.459649122806
1935,SI266220200309225433,15,"(244,152)",4066.5921052631584,"(244,153)",4044.7982456140353,"(245,152)",3339.3596491228063,"(243,152)",3325.813157894736,"(243,153)",3290.8052631578958
1936,SI266220200309225433,0,"(376,316)",3514.897368421054,"(376,315)",3281.092982456141,"(377,316)",3202.242105263158,"(498,359)",3113.7192982456136,"(498,358)",3107.350877192982
1937,SI266220200309225433,1,"(318,267)",5676.8122807017535,"(319,267)",4545.109649122807,"(318,266)",4502.25701754386,"(317,267)",3930.451754385964,"(318,268)",3915.102631578946
1938,SI266220200309225433,2,"(452,165)",8746.660526315787,"(452,164)",8440.709649122808,"(452,166)",8370.439473684215,"(451,165)",8348.12105263158,"(451,164)",8232.349999999999
1939,SI266220200309225433,3,"(498,185)",14702.440350877194,"(498,112)",13222.114912280696,"(498,111)",13173.53070175439,"(498,93)",12590.072807017546,"(498,113)",12500.764912280698
1940,SI266220200309225433,4,"(434,385)",9888.907017543861,"(433,385)",9772.473684210527,"(435,385)",9734.526315789473,"(432,385)",9473.418421052636,"(436,384)",9453.245614035084
1941,SI266220200309225433,5,"(273,301)",5617.379824561402,"(273,300)",5574.2649122807015,"(272,301)",5563.761403508772,"(274,300)",5455.859649122805,"(274,301)",5419.099122807016
1942,SI266220200309225433,6,"(435,467)",7081.419298245612,"(435,466)",6991.25701754386,"(436,467)",6814.129824561405,"(434,466)",6736.943859649116,"(439,466)",6705.9692982456145
1943,SI266220200309225433,7,"(1,185)",14743.516666666666,"(1,110)",13094.675438596496,"(1,111)",12753.388596491226,"(1,109)",12750.903508771924,"(351,95)",12183.168421052636
1944,SI266220200309225433,8,"(498,354)",7579.563157894736,"(498,355)",7541.302631578947,"(498,353)",7035.856140350876,"(498,349)",6642.074561403511,"(342,355)",6616.693859649124
1945,SI266220200309225433,9,"(169,498)",10584.29912280702,"(168,498)",10168.886842105261,"(165,498)",9995.188596491225,"(164,498)",9839.828070175441,"(166,498)",9651.198245614032
1946,SI266220200309225433,10,"(323,35)",11156.73684210526,"(329,35)",10958.558771929827,"(324,35)",10936.022807017544,"(326,34)",10929.16403508772,"(322,35)",10928.988596491225
1947,SI266220200309225433,11,"(322,125)",3703.9236842105274,"(316,144)",3689.7035087719305,"(323,125)",3681.1377192982454,"(317,144)",3656.8385964912286,"(323,124)",3571.6973684210534
1948,SI266220200309225433,12,"(234,386)",8211.307017543862,"(235,386)",8179.886842105261,"(1,354)",7914.4535087719305,"(1,355)",7806.723684210527,"(233,386)",7767.935087719299
1949,SI266220200309225433,13,"(1,498)",7243.572807017543,"(2,498)",6065.692105263157,"(1,497)",5725.458771929823,"(1,499)",5411.294736842105,"(0,498)",5392.46052631579
1950,SI266220200309225433,14,"(1,1)",6984.9254385964905,"(1,2)",6199.91754385965,"(2,1)",5700.500877192984,"(1,3)",5245.861403508774,"(0,1)",5176.652631578947
1951,SI266220200309225433,15,"(150,94)",4188.751754385963,"(150,93)",4120.9175438596485,"(149,93)",3795.7982456140344,"(149,94)",3730.954385964911,"(151,94)",3584.9754385964898
1952,SI266220200309225433,0,"(498,359)",2703.3289473684217,"(498,358)",2666.998245614035,"(498,360)",2382.1798245614036,"(498,357)",2239.0508771929817,"(498,387)",2153.831578947368
1953,SI266220200309225433,1,"(498,103)",4921.9175438596485,"(498,102)",4694.89298245614,"(498,70)",4577.911403508773,"(498,71)",4547.192982456139,"(498,104)",4544.18596491228
1954,SI266220200309225433,2,"(385,378)",6997.416666666668,"(498,163)",6866.916666666668,"(498,164)",6778.549122807017,"(385,379)",6740.721929824558,"(386,378)",6688.79298245614
1955,SI266220200309225433,3,"(498,184)",15268.035964912277,"(498,183)",14986.046491228073,"(498,94)",14872.517543859649,"(498,95)",13895.425438596496,"(498,185)",13424.62719298245
1956,SI266220200309225433,4,"(357,386)",7541.07543859649,"(358,386)",7521.203508771927,"(358,387)",7362.685964912282,"(352,384)",7328.74298245614,"(352,385)",7325.210526315786
